frame,sync_timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,unix_timestamp
76,2.533333333333333,1.305,10.195,6.067,-27.0458,32.27481,32.1145,1750160379.1000893
77,2.5666666666666664,-1.508,8.55,5.564,-14.9313,-4.16031,18.57252,1750160379.1334226
78,2.6,-1.147,10.12,3.373,-32.87786,-15.26718,20.24427,1750160379.166756
79,2.6333333333333333,1.853,12.036,2.112,1.07634,-2.80916,-19.46565,1750160379.2000895
80,2.6666666666666665,2.124,9.512,1.765,15.94656,12.99237,-24.16794,1750160379.2334228
81,2.7,1.439,8.068,1.52,7.58779,32.84733,-22.66412,1750160379.266756
82,2.7333333333333334,0.002,8.727,2.167,6.9313,34.78626,-13.58015,1750160379.3000894
83,2.7666666666666666,-0.268,8.533,1.185,31.70229,20.8855,0.52672,1750160379.3334227
84,2.8,0.582,8.265,0.68,22.0916,19.16031,10.36641,1750160379.366756
85,2.8333333333333335,0.934,8.155,0.172,18.64122,21.0458,8.84733,1750160379.4000893
86,2.8666666666666667,2.574,9.608,1.652,-6.92366,26.76336,-9.35115,1750160379.4334226
87,2.9,-0.122,11.626,2.523,-26.89313,15.30534,-19.8855,1750160379.466756
88,2.933333333333333,-2.15,11.533,0.958,2.09924,-10.03053,-13.03817,1750160379.5000894
89,2.966666666666667,-0.74,11.926,3.673,-31.58779,-39.44275,-45.66412,1750160379.5334227
90,3.0,1.14,11.571,4.726,-21.38931,-35.46565,-70.91603,1750160379.566756
91,3.033333333333333,2.897,7.934,4.013,21.98473,-2.19847,-52.83969,1750160379.6000893
92,3.0666666666666664,3.68,7.949,2.82,-8.53435,23.23664,-30.51145,1750160379.6334226
93,3.1,0.991,10.862,2.279,-12.96183,21.50382,14.12214,1750160379.666756
94,3.1333333333333333,-2.045,9.146,2.574,17.83969,-3.03817,32.27481,1750160379.7000895
95,3.1666666666666665,-1.607,9.608,3.338,6.10687,-20.03053,28.39695,1750160379.7334228
96,3.2,-0.124,9.151,2.658,11.45038,-30.54198,23.05344,1750160379.766756
97,3.2333333333333334,1.307,8.519,1.575,17.9542,-19.61069,16.47328,1750160379.8000894
98,3.2666666666666666,1.556,8.408,0.871,6.03053,-3.77099,-0.45038,1750160379.8334227
99,3.3,1.353,9.27,0.637,14.78626,6.31298,-10.99237,1750160379.866756
100,3.3333333333333335,0.888,9.615,0.785,12.55725,6.71756,-15.56489,1750160379.9000893
101,3.3666666666666667,-0.043,10.242,1.276,9.73282,12.0458,-2.80153,1750160379.9334226
102,3.4,1.925,10.063,0.931,2.67939,17.25191,-1.61832,1750160379.966756
103,3.433333333333333,-0.915,10.989,1.846,-2.00763,-1.33588,6.96183,1750160380.0000894
104,3.466666666666667,-1.374,12.476,3.488,-61.07634,0.58779,48.53435,1750160380.0334227
105,3.5,1.283,11.301,7.609,-52.22137,20.19084,50.53435,1750160380.066756
106,3.533333333333333,-0.053,8.298,4.812,16.77863,-5.63359,11.50382,1750160380.1000893
107,3.5666666666666664,0.778,8.332,3.263,-20.14504,5.00763,7.06107,1750160380.1334226
108,3.6,1.334,12.285,2.667,-35.96183,25.82443,-7.33588,1750160380.166756
109,3.6333333333333333,1.348,10.424,2.334,-0.43511,28.99237,-26.21374,1750160380.2000895
110,3.6666666666666665,0.802,8.751,1.693,5.93893,39.81679,-24.59542,1750160380.2334228
111,3.6999999999999997,0.668,9.323,1.817,0.46565,53.22137,-20.0687,1750160380.266756
112,3.7333333333333334,-0.33,9.455,1.721,21.77099,49.10687,-13.38931,1750160380.3000894
113,3.7666666666666666,0.048,8.523,1.3,29.70229,38.32061,-7.98473,1750160380.3334227
114,3.8,0.022,8.124,0.678,15.51145,33.9542,1.53435,1750160380.366756
115,3.8333333333333335,-0.527,8.461,0.505,16.10687,34.49618,10.54962,1750160380.4000893
116,3.8666666666666667,0.804,9.354,0.692,17.25954,27.9542,2.19084,1750160380.4334226
117,3.9,1.324,10.657,1.705,-1.57252,21.43511,-17.70992,1750160380.466756
118,3.933333333333333,-0.857,10.704,1.585,-9.12977,6.54962,-21.67939,1750160380.5000894
119,3.966666666666667,-0.395,10.403,0.625,0.29008,10.03053,1.14504,1750160380.5334227
120,4.0,-0.362,11.83,2.5,-32.32061,5.22137,-16.50382,1750160380.566756
121,4.033333333333333,0.062,13.06,5.933,-42.1374,-11.79389,-59.64885,1750160380.6000893
122,4.066666666666666,1.477,10.393,4.788,33.0687,2.9771,-56.57252,1750160380.6334226
123,4.1,3.215,7.3,3.34,14.41221,39.0,-37.47328,1750160380.666756
124,4.133333333333333,2.99,9.929,2.691,-34.48092,58.63359,-7.58779,1750160380.7000895
125,4.166666666666667,-0.352,10.736,2.626,15.48092,45.61069,9.85496,1750160380.7334228
126,4.2,-1.58,8.705,2.076,9.06107,29.29008,25.46565,1750160380.766756
127,4.233333333333333,-2.002,9.316,2.488,0.46565,11.16794,21.38168,1750160380.8000894
128,4.266666666666667,0.965,8.959,2.112,16.79389,15.1374,7.78626,1750160380.8334227
129,4.3,1.618,8.835,1.463,14.0229,24.93893,-0.12214,1750160380.866756
130,4.333333333333333,0.735,8.945,1.283,15.56489,28.69466,-9.9542,1750160380.9000893
131,4.366666666666666,-0.479,9.098,0.876,11.75573,21.55725,-10.0687,1750160380.9334226
132,4.4,-0.919,8.926,0.536,8.48092,1.65649,-8.54962,1750160380.966756
133,4.433333333333334,-1.678,9.254,1.81,2.49618,-7.58779,5.70229,1750160381.0000894
134,4.466666666666667,-0.517,9.89,0.929,-17.44275,-6.9313,14.1374,1750160381.0334227
135,4.5,0.761,12.067,1.587,-22.78626,-8.43511,23.56489,1750160381.066756
136,4.533333333333333,2.66,14.626,5.411,-43.25191,34.17557,36.15267,1750160381.1000893
137,4.566666666666666,3.472,11.535,4.781,-12.70229,60.47328,18.8855,1750160381.1334226
138,4.6,-0.886,7.946,4.839,-1.17557,39.9313,-5.81679,1750160381.166756
139,4.633333333333333,-2.145,7.556,3.948,-17.32824,15.41985,2.76336,1750160381.2000895
140,4.666666666666667,0.704,10.807,3.816,-20.52672,3.41985,6.42748,1750160381.2334228
141,4.7,1.788,10.932,2.684,-6.23664,9.35878,-4.67176,1750160381.266756
142,4.733333333333333,0.407,9.112,2.028,15.03053,14.35878,-14.71756,1750160381.3000894
143,4.766666666666667,0.165,7.98,1.549,2.83969,22.12214,-12.84733,1750160381.3334227
144,4.8,0.613,8.844,1.753,-0.96947,27.29771,-5.0458,1750160381.366756
145,4.833333333333333,0.108,9.258,1.736,15.0687,20.81679,0.55725,1750160381.4000893
146,4.866666666666666,0.069,9.067,1.097,17.74046,19.89313,8.66412,1750160381.4334226
147,4.9,0.613,8.887,1.109,22.9313,21.38168,14.18321,1750160381.466756
148,4.933333333333334,0.848,8.55,0.51,18.56489,22.30534,11.81679,1750160381.5000894
149,4.966666666666667,1.822,9.785,1.772,-1.18321,16.14504,0.70229,1750160381.5334227
150,5.0,-0.469,10.317,2.634,-11.26718,1.0,-8.70229,1750160381.566756
151,5.033333333333333,-2.234,10.491,3.146,-8.9542,-18.21374,-7.17557,1750160381.6000893
152,5.066666666666666,-2.172,13.771,3.759,-41.41221,-61.49618,-39.51908,1750160381.6334226
153,5.1,1.29,11.969,2.717,-3.51145,-74.96183,-38.07634,1750160381.666756
154,5.133333333333333,3.352,8.677,3.558,13.64122,-37.36641,-14.67939,1750160381.7000895
155,5.166666666666667,2.77,6.309,3.069,17.44275,-11.54198,-3.23664,1750160381.7334228
156,5.2,-0.371,8.1,3.007,-6.8626,-5.35878,-10.79389,1750160381.766756
157,5.233333333333333,-0.785,11.693,3.361,-13.96183,-30.36641,-15.37405,1750160381.8000894
158,5.266666666666667,-0.96,9.711,2.749,12.18321,-38.74809,25.74809,1750160381.8334227
159,5.3,0.848,9.457,2.567,-0.42748,-34.52672,29.16031,1750160381.866756
160,5.333333333333333,1.353,9.378,2.294,7.81679,-18.15267,20.42748,1750160381.9000893
161,5.366666666666666,2.045,9.306,1.7,18.69466,-8.49618,6.08397,1750160381.9334226
162,5.4,0.862,8.904,1.178,21.80916,-4.41985,0.03053,1750160381.966756
163,5.433333333333334,-0.23,8.633,0.67,19.22901,-7.81679,-1.71756,1750160382.0000894
164,5.466666666666667,0.342,8.344,0.302,4.57252,-7.75573,-4.25191,1750160382.0334227
165,5.5,-0.752,9.045,1.69,-12.74046,-5.34351,3.80916,1750160382.066756
166,5.533333333333333,0.311,10.523,1.575,-20.60305,1.75573,2.12214,1750160382.1000893
167,5.566666666666666,1.19,11.176,1.381,-30.71756,1.61069,7.90076,1750160382.1334226
168,5.6,1.386,13.925,4.025,-64.35878,38.12977,38.77863,1750160382.166756
169,5.633333333333333,0.294,11.897,4.743,-22.22137,39.35878,21.01527,1750160382.2000895
170,5.666666666666667,-2.588,8.538,5.181,0.01527,0.12214,-6.54962,1750160382.2334228
171,5.7,0.182,8.377,3.548,-8.98473,-3.25954,9.31298,1750160382.266756
172,5.733333333333333,2.181,11.116,2.82,-18.33588,14.57252,9.80916,1750160382.3000894
173,5.766666666666667,1.681,10.458,2.418,3.76336,16.64885,-16.68702,1750160382.3334227
174,5.8,0.692,9.328,1.927,1.27481,24.46565,-24.58015,1750160382.366756
175,5.833333333333333,0.017,8.882,1.858,-2.87786,28.0458,-13.83969,1750160382.4000893
176,5.866666666666666,-0.227,8.971,1.839,18.80153,19.41221,0.03053,1750160382.4334226
177,5.9,0.151,8.408,1.401,32.61832,15.52672,12.27481,1750160382.466756
178,5.933333333333334,0.96,8.459,0.96,21.83969,22.31298,15.51908,1750160382.5000894
179,5.966666666666667,1.152,8.696,0.685,14.57252,25.51145,13.40458,1750160382.5334227
180,6.0,1.853,9.1,0.199,5.61069,35.08397,0.70229,1750160382.566756
181,6.033333333333333,1.662,11.035,1.87,-16.50382,38.8626,-17.84733,1750160382.6000893
182,6.066666666666666,-1.504,10.645,2.418,-7.87786,14.96183,-32.54962,1750160382.6334226
183,6.1,-1.99,11.93,3.168,-11.16031,-2.74046,-43.36641,1750160382.666756
184,6.133333333333333,-0.804,14.042,3.639,-30.70229,-23.49618,-52.84733,1750160382.7000895
185,6.166666666666667,1.626,11.284,3.8,13.77099,-7.66412,-31.94656,1750160382.7334228
186,6.2,3.287,7.377,3.807,21.22137,39.07634,-18.41985,1750160382.766756
187,6.233333333333333,0.996,7.757,3.213,10.0229,60.87786,-18.62595,1750160382.8000894
188,6.266666666666667,-0.702,9.871,3.16,-3.15267,51.60305,-20.54962,1750160382.8334227
189,6.3,-1.726,9.242,2.354,4.73282,42.63359,0.55725,1750160382.866756
190,6.333333333333333,-0.369,9.608,2.485,-9.43511,35.94656,4.63359,1750160382.9000893
191,6.366666666666666,0.11,9.776,2.605,5.07634,40.23664,-0.03817,1750160382.9334226
192,6.4,0.515,9.187,2.423,10.48092,46.12977,-8.9542,1750160382.966756
193,6.433333333333334,0.424,8.78,2.095,8.93893,48.94656,-12.79389,1750160383.0000894
194,6.466666666666667,-0.39,8.969,1.717,4.41985,41.40458,-11.99237,1750160383.0334227
195,6.5,-0.982,9.378,1.448,4.33588,29.22137,-16.61069,1750160383.066756
196,6.533333333333333,-1.109,9.467,1.271,11.28244,17.0229,-17.68702,1750160383.1000893
197,6.566666666666666,0.072,9.663,1.944,4.16031,18.14504,-11.41221,1750160383.1334226
198,6.6,1.092,9.527,2.667,1.73282,20.60305,-6.68702,1750160383.166756
199,6.633333333333333,1.456,9.754,1.745,3.15267,22.60305,-10.03817,1750160383.2000895
200,6.666666666666667,-0.855,10.908,1.573,-23.74809,18.29008,9.32061,1750160383.2334228
201,6.7,-0.881,11.928,3.922,-54.34351,22.87786,27.15267,1750160383.266756
202,6.733333333333333,0.97,10.271,4.597,-23.67939,41.14504,24.41985,1750160383.3000894
203,6.766666666666667,-0.057,8.064,3.749,-0.38168,37.40458,2.20611,1750160383.3334227
204,6.8,0.481,8.966,3.153,-27.36641,55.07634,10.64122,1750160383.366756
205,6.833333333333333,1.437,11.633,2.885,-29.58779,55.70229,4.18321,1750160383.4000893
206,6.866666666666666,0.488,11.243,2.543,-1.38168,57.76336,-13.91603,1750160383.4334226
207,6.8999999999999995,0.56,10.013,1.942,3.72519,67.91603,-23.43511,1750160383.466756
208,6.933333333333334,0.831,9.55,2.076,8.93893,76.18321,-24.1145,1750160383.5000894
209,6.966666666666667,-0.081,9.055,1.748,12.96183,71.51145,-19.38931,1750160383.5334227
210,7.0,-0.239,8.83,1.389,13.18321,69.54198,-11.14504,1750160383.566756
211,7.033333333333333,0.077,8.997,1.444,9.98473,64.1145,-2.64885,1750160383.6000893
212,7.066666666666666,-0.455,8.849,0.543,8.25191,64.14504,3.32824,1750160383.6334226
213,7.1,0.321,8.952,0.381,8.66412,66.46565,6.54962,1750160383.666756
214,7.133333333333333,1.422,10.008,0.534,1.44275,72.39695,-2.62595,1750160383.7000895
215,7.166666666666667,0.9,11.952,1.935,-16.34351,69.24427,-20.0229,1750160383.7334228
216,7.2,-2.093,10.307,1.788,0.85496,40.91603,-21.71756,1750160383.766756
217,7.233333333333333,-1.482,12.153,3.826,-16.00763,20.15267,-34.81679,1750160383.8000894
218,7.266666666666667,0.924,11.305,3.189,7.89313,25.58015,-27.74809,1750160383.8334227
219,7.3,2.107,8.775,4.575,19.74046,54.25191,-10.98473,1750160383.866756
220,7.333333333333333,1.034,7.863,3.627,26.99237,74.19847,-9.51145,1750160383.9000893
221,7.366666666666666,-0.508,7.786,3.11,15.25191,75.66412,-23.22901,1750160383.9334226
222,7.3999999999999995,-1.238,9.165,2.406,-5.38168,70.77099,-27.18321,1750160383.966756
223,7.433333333333334,-0.28,10.324,2.227,-8.39695,69.77863,-12.22901,1750160384.0000894
224,7.466666666666667,-0.304,10.276,2.255,-0.99237,74.54198,-3.55725,1750160384.0334227
225,7.5,-0.409,9.677,2.076,11.9084,79.72519,-6.44275,1750160384.066756
226,7.533333333333333,-0.263,8.698,2.035,9.60305,79.50382,-16.22137,1750160384.1000893
227,7.566666666666666,-0.824,8.736,2.136,3.38168,76.54962,-18.58015,1750160384.1334226
228,7.6,-0.821,9.881,2.289,6.20611,67.32061,-22.68702,1750160384.166756
229,7.633333333333333,-0.833,9.73,1.647,12.25191,56.85496,-29.0,1750160384.2000895
230,7.666666666666667,-1.152,9.629,1.259,11.74809,49.96183,-26.22901,1750160384.2334228
231,7.7,-0.776,10.06,1.958,2.9313,40.46565,-27.68702,1750160384.266756
232,7.733333333333333,-1.097,10.084,2.002,7.91603,32.83206,-27.27481,1750160384.3000894
233,7.766666666666667,0.35,9.881,2.09,3.35878,27.43511,-24.1374,1750160384.3334227
234,7.8,0.591,9.448,0.941,-1.71756,30.22901,-12.17557,1750160384.366756
235,7.833333333333333,-0.019,10.858,1.247,-25.01527,33.38168,4.9542,1750160384.4000893
236,7.866666666666666,0.204,11.885,3.268,-41.38168,53.54962,18.34351,1750160384.4334226
237,7.8999999999999995,0.218,10.195,3.845,-12.67176,65.8626,8.8855,1750160384.466756
238,7.933333333333334,-1.111,7.211,4.42,-2.82443,47.46565,-17.89313,1750160384.5000894
239,7.966666666666667,0.359,8.286,3.843,-23.42748,55.53435,4.23664,1750160384.5334227
240,8.0,1.669,11.284,3.199,-27.16794,62.51908,10.80153,1750160384.566756
241,8.033333333333333,0.218,11.212,2.744,-7.61832,59.41985,-21.79389,1750160384.6000893
242,8.066666666666666,0.35,10.898,1.99,2.68702,68.29008,-31.50382,1750160384.6334226
243,8.1,0.33,10.048,1.927,19.36641,73.53435,-25.0687,1750160384.666756
244,8.133333333333333,-0.053,8.928,1.666,17.30534,72.78626,-23.59542,1750160384.7000895
245,8.166666666666666,-0.026,8.894,1.915,8.03817,66.48092,-20.43511,1750160384.7334228
246,8.2,-0.874,8.669,0.962,5.55725,49.32061,-3.98473,1750160384.766756
247,8.233333333333333,-1.197,8.6,0.52,6.61069,40.89313,0.18321,1750160384.8000894
248,8.266666666666666,0.079,9.23,0.656,-5.82443,29.0458,-5.0458,1750160384.8334227
249,8.3,1.185,10.896,1.781,-18.01527,33.84733,-16.47328,1750160384.866756
250,8.333333333333334,0.654,10.939,1.827,-13.48855,34.98473,-16.80153,1750160384.9000893
251,8.366666666666667,-1.192,11.463,2.291,-5.37405,35.60305,-4.35878,1750160384.9334226
252,8.4,-2.804,13.563,3.898,-32.32061,4.12214,-29.9542,1750160384.966756
253,8.433333333333334,-0.306,11.83,3.29,4.03053,-23.79389,-32.00763,1750160385.0000894
254,8.466666666666667,2.004,9.318,4.391,20.35115,-0.64122,-7.9313,1750160385.0334227
255,8.5,2.801,7.456,4.022,22.47328,26.0,-5.48855,1750160385.066756
256,8.533333333333333,1.209,7.97,2.914,-8.78626,43.79389,-9.48855,1750160385.1000893
257,8.566666666666666,-0.148,9.74,3.141,-7.46565,39.96947,-9.66412,1750160385.1334226
258,8.6,-0.749,9.744,2.416,3.73282,33.61069,3.92366,1750160385.166756
259,8.633333333333333,-0.067,9.4,2.239,0.87786,34.68702,4.64122,1750160385.2000895
260,8.666666666666666,0.158,9.117,2.71,6.71756,45.45802,-2.41985,1750160385.2334228
261,8.7,0.663,9.562,2.243,13.79389,51.76336,-8.24427,1750160385.266756
262,8.733333333333333,-0.141,9.254,1.803,22.33588,47.84733,-11.48092,1750160385.3000894
263,8.766666666666666,-0.998,8.88,1.101,14.14504,37.01527,-9.73282,1750160385.3334227
264,8.8,-1.343,8.076,0.8,2.85496,27.19084,-8.58779,1750160385.366756
265,8.833333333333334,-1.427,8.82,1.599,-18.83969,5.87023,-8.35115,1750160385.4000893
266,8.866666666666667,-1.149,10.846,2.48,-20.61069,13.71756,-1.15267,1750160385.4334226
267,8.9,-0.666,11.435,2.184,-11.17557,9.26718,15.54962,1750160385.466756
268,8.933333333333334,1.367,13.12,4.19,-39.63359,29.67176,37.35878,1750160385.5000894
269,8.966666666666667,1.025,11.87,4.542,-19.65649,42.33588,14.83969,1750160385.5334227
270,9.0,-1.037,8.554,4.932,-8.9771,22.35115,-10.45802,1750160385.566756
271,9.033333333333333,-1.587,7.848,3.996,-15.49618,-7.0458,6.43511,1750160385.6000893
272,9.066666666666666,-0.646,9.443,3.371,-10.24427,-21.10687,29.26718,1750160385.6334226
273,9.1,0.79,11.337,2.557,-6.20611,-7.77099,12.1374,1750160385.666756
274,9.133333333333333,1.913,10.168,2.392,10.46565,-7.99237,-22.70229,1750160385.7000895
275,9.166666666666666,0.259,8.559,2.195,8.61069,-3.44275,-13.34351,1750160385.7334228
276,9.2,-0.759,8.796,2.126,18.45802,-15.62595,8.25954,1750160385.766756
277,9.233333333333333,0.412,8.44,1.369,20.87786,-20.22901,14.32061,1750160385.8000894
278,9.266666666666666,1.36,8.543,1.132,16.72519,-14.20611,20.8855,1750160385.8334227
279,9.3,1.63,8.437,0.967,8.9084,-9.62595,20.83206,1750160385.866756
280,9.333333333333334,1.427,9.85,1.176,-13.76336,-1.96947,9.72519,1750160385.9000893
281,9.366666666666667,-0.105,11.059,2.938,-30.65649,-12.68702,-13.29771,1750160385.9334226
282,9.4,-1.049,12.395,1.867,-15.0,-29.66412,-18.94656,1750160385.966756
283,9.433333333333334,0.395,12.493,3.39,-9.83206,-41.58779,-27.96183,1750160386.0000894
284,9.466666666666667,1.676,12.019,4.673,-5.92366,-32.52672,-35.08397,1750160386.0334227
285,9.5,1.848,8.282,3.998,24.16031,-8.57252,-28.26718,1750160386.066756
286,9.533333333333333,2.162,6.369,3.577,4.36641,15.0458,-20.96947,1750160386.1000893
287,9.566666666666666,0.007,9.936,3.948,-25.25954,11.73282,-22.62595,1750160386.1334226
288,9.6,-1.63,10.628,3.029,7.80153,-1.70992,-4.38168,1750160386.166756
289,9.633333333333333,-0.697,8.859,2.612,-1.09924,-9.72519,19.07634,1750160386.2000895
290,9.666666666666666,0.0,9.615,2.454,-2.35115,-15.54198,16.36641,1750160386.2334228
291,9.7,0.464,9.591,2.851,15.53435,-1.68702,14.47328,1750160386.266756
292,9.733333333333333,1.29,8.971,2.277,17.52672,0.80153,2.93893,1750160386.3000894
293,9.766666666666666,0.201,8.586,1.858,21.0916,-0.58015,-3.87023,1750160386.3334227
294,9.8,-0.577,8.368,0.804,11.77099,-6.74046,-1.50382,1750160386.366756
295,9.833333333333334,-0.321,8.322,0.582,-4.96947,-18.45802,-5.83969,1750160386.4000893
296,9.866666666666667,-0.608,9.797,2.464,-17.79389,-16.42748,6.41221,1750160386.4334226
297,9.9,1.444,10.063,1.733,-23.83969,-2.98473,15.77863,1750160386.466756
298,9.933333333333334,2.174,11.693,2.521,-42.27481,18.48092,30.8855,1750160386.5000894
