frame,sync_timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,unix_timestamp
71,2.343,-2.380,7.951,5.236,1.71756,56.98473,-10.53435,1750160376.9827788
72,2.376,-2.083,7.891,4.571,-14.51908,42.28244,-2.83969,1750160377.021122
73,2.409,2.569,11.897,4.226,-30.48092,72.28244,1.25954,1750160377.057905
74,2.442,3.168,11.401,2.926,-3.71756,67.00000,-32.46565,1750160377.0969336
75,2.475,0.347,9.021,1.963,1.41985,76.53435,-40.21374,1750160377.133776
76,2.508,0.278,9.206,1.736,-3.49618,85.14504,-36.11450,1750160377.1725287
77,2.541,0.333,9.641,1.549,3.57252,84.37405,-30.12977,1750160377.2089632
78,2.574,0.235,8.854,1.750,16.59542,71.83206,-29.09160,1750160377.2478933
79,2.607,1.434,8.686,0.970,-15.98473,78.80916,-19.26718,1750160377.2842128
80,2.640,-1.465,8.792,1.135,-9.45038,71.16794,-0.24427,1750160377.3226132
81,2.673,-1.812,8.301,0.730,8.70229,42.67939,3.58015,1750160377.358932
82,2.706,0.824,8.440,0.900,14.34351,38.25191,15.79389,1750160377.397677
83,2.739,1.951,9.524,0.828,21.88550,48.97710,23.60305,1750160377.4344492
84,2.772,1.621,11.241,0.225,11.43511,74.36641,16.47328,1750160377.473088
85,2.805,-0.002,11.770,1.384,-6.29771,74.64122,-12.80916,1750160377.5098104
86,2.838,-1.123,11.870,2.619,-11.81679,38.97710,-34.80153,1750160377.5488594
87,2.871,-2.844,11.648,4.096,-39.54962,-2.73282,-36.67176,1750160377.5850708
88,2.904,-1.410,10.783,4.578,-6.03053,-28.94656,-19.01527,1750160377.623859
89,2.937,1.674,9.074,5.514,10.34351,-12.09924,-21.83969,1750160377.6600876
90,2.970,4.132,7.286,3.505,-2.49618,37.63359,-49.58015,1750160377.6991532
91,3.003,6.036,8.770,2.528,-40.65649,53.77099,-58.09924,1750160377.7354019
92,3.036,0.034,13.465,1.949,-19.95420,48.00000,-2.51908,1750160377.7737634
93,3.069,-0.412,9.256,3.242,13.04580,49.52672,43.12214,1750160377.810102
94,3.102,-1.927,8.655,2.049,14.72519,38.25954,35.34351,1750160377.8444636
95,3.135,-0.639,8.564,2.332,14.53435,19.35878,13.70229,1750160377.8808343
96,3.168,0.555,8.526,1.360,11.82443,9.82443,7.62595,1750160377.9196901
97,3.201,0.182,8.282,0.711,12.31298,5.19084,1.32824,1750160377.9545717
98,3.234,-0.369,8.131,0.390,2.51145,-3.06107,-5.94656,1750160377.9957356
99,3.267,-0.450,9.934,0.874,-14.13740,-16.32824,-2.93130,1750160378.0389545
100,3.300,0.065,10.898,2.863,-11.13740,5.52672,12.80916,1750160378.0774486
101,3.333,0.761,10.032,0.874,-10.81679,13.22137,26.80916,1750160378.1143262
102,3.366,-0.819,11.574,3.163,-35.10687,9.61069,34.02290,1750160378.1516557
103,3.399,0.699,13.666,4.001,-51.18321,2.52672,29.70992,1750160378.188427
104,3.432,0.328,11.507,4.659,-14.94656,-2.09160,16.33588,1750160378.225694
105,3.465,-0.467,8.533,4.930,5.32061,-28.36641,9.92366,1750160378.262762
106,3.498,-0.869,7.798,3.687,0.36641,-38.16031,14.52672,1750160378.2996662
107,3.531,1.310,10.618,2.928,-15.41985,-33.95420,6.08397,1750160378.336769
108,3.564,0.409,9.390,2.028,16.58015,-24.75573,-12.86260,1750160378.4077497
109,3.597,0.651,8.492,1.769,13.94656,-19.95420,-2.73282,1750160378.443842
110,3.630,0.484,8.720,1.949,17.74046,-17.94656,0.33588,1750160378.4818432
111,3.663,0.639,8.617,1.908,24.19084,-19.72519,0.61832,1750160378.5182312
112,3.696,1.329,8.143,1.120,20.81679,-16.41221,14.22901,1750160378.5563414
113,3.729,1.482,8.454,0.802,18.45038,-4.82443,20.43511,1750160378.5925848
114,3.762,1.654,8.928,0.163,14.25191,5.77099,15.35115,1750160378.6259449
115,3.795,2.909,9.627,0.776,1.12977,16.77099,5.25954,1750160378.6620932
116,3.828,1.214,11.114,2.868,-19.94656,7.69466,-11.53435,1750160378.7002416
117,3.861,-1.025,11.411,1.348,-13.18321,-19.64122,-22.79389,1750160378.736459
118,3.894,0.314,11.413,1.326,1.57252,-36.35878,-24.62595,1750160378.774993
119,3.927,0.553,12.093,3.373,-27.57252,-33.91603,-34.80153,1750160378.810967
120,3.960,0.898,12.728,5.679,-19.93130,-43.21374,-55.42748,1750160378.8490407
121,3.993,2.059,8.279,4.082,37.72519,-17.90840,-38.01527,1750160378.8853922
122,4.026,3.268,5.669,3.560,3.41221,19.28244,-20.88550,1750160378.9234595
123,4.059,2.983,9.692,1.326,-34.10687,28.76336,-8.99237,1750160378.9597113
124,4.092,-1.211,10.898,2.698,4.40458,8.52672,7.76336,1750160378.9974062
125,4.125,-1.829,9.108,2.749,4.10687,-0.91603,25.29008,1750160379.035026
126,4.158,0.089,9.474,2.883,0.93893,-17.76336,15.03817,1750160379.0721617
127,4.191,1.714,9.409,2.176,11.02290,-2.88550,14.46565,1750160379.1077812
128,4.224,1.935,9.021,1.602,21.01527,10.12977,8.44275,1750160379.1441646
129,4.257,0.998,8.444,1.120,19.64885,17.49618,1.16794,1750160379.1810076
130,4.290,-0.223,8.921,0.898,11.03817,6.57252,-2.79389,1750160379.2192028
131,4.323,-1.257,9.347,0.845,8.58779,-11.77863,0.25954,1750160379.2559617
132,4.356,-1.089,9.369,1.968,-8.83969,-12.48855,11.25191,1750160379.2932885
133,4.389,2.073,9.807,-0.067,-29.37405,2.80916,15.26718,1750160379.33022
134,4.422,0.488,11.483,1.410,-24.81679,3.90840,22.76336,1750160379.3681748
135,4.455,1.156,12.749,5.926,-64.77863,31.61832,41.58779,1750160379.4051807
136,4.488,1.305,10.195,6.067,-27.04580,32.27481,32.11450,1750160379.4425435
137,4.521,-1.508,8.550,5.564,-14.93130,-4.16031,18.57252,1750160379.4822288
138,4.554,-1.147,10.120,3.373,-32.87786,-15.26718,20.24427,1750160379.5213883
139,4.587,1.853,12.036,2.112,1.07634,-2.80916,-19.46565,1750160379.5680778
140,4.620,2.124,9.512,1.765,15.94656,12.99237,-24.16794,1750160379.6041794
141,4.653,1.439,8.068,1.520,7.58779,32.84733,-22.66412,1750160379.6431599
142,4.686,0.002,8.727,2.167,6.93130,34.78626,-13.58015,1750160379.6822262
143,4.719,-0.268,8.533,1.185,31.70229,20.88550,0.52672,1750160379.727778
144,4.752,0.582,8.265,0.680,22.09160,19.16031,10.36641,1750160379.769845
145,4.785,0.934,8.155,0.172,18.64122,21.04580,8.84733,1750160379.8117383
146,4.818,2.574,9.608,1.652,-6.92366,26.76336,-9.35115,1750160379.8518503
147,4.851,-0.122,11.626,2.523,-26.89313,15.30534,-19.88550,1750160379.8916173
148,4.884,-2.150,11.533,0.958,2.09924,-10.03053,-13.03817,1750160379.9330919
149,4.917,-0.740,11.926,3.673,-31.58779,-39.44275,-45.66412,1750160379.97382
150,4.950,1.140,11.571,4.726,-21.38931,-35.46565,-70.91603,1750160380.0146015
151,4.983,2.897,7.934,4.013,21.98473,-2.19847,-52.83969,1750160380.053289
152,5.016,3.680,7.949,2.820,-8.53435,23.23664,-30.51145,1750160380.086764
153,5.049,0.991,10.862,2.279,-12.96183,21.50382,14.12214,1750160380.1261034
154,5.082,-2.045,9.146,2.574,17.83969,-3.03817,32.27481,1750160380.1673746
155,5.115,-1.607,9.608,3.338,6.10687,-20.03053,28.39695,1750160380.2042258
156,5.148,-0.124,9.151,2.658,11.45038,-30.54198,23.05344,1750160380.2437453
157,5.181,1.307,8.519,1.575,17.95420,-19.61069,16.47328,1750160380.289531
158,5.214,1.556,8.408,0.871,6.03053,-3.77099,-0.45038,1750160380.3296983
159,5.247,1.353,9.270,0.637,14.78626,6.31298,-10.99237,1750160380.3707843
160,5.280,0.888,9.615,0.785,12.55725,6.71756,-15.56489,1750160380.407616
161,5.313,-0.043,10.242,1.276,9.73282,12.04580,-2.80153,1750160380.4452844
162,5.346,1.925,10.063,0.931,2.67939,17.25191,-1.61832,1750160380.482218
163,5.379,-0.915,10.989,1.846,-2.00763,-1.33588,6.96183,1750160380.519564
164,5.412,-1.374,12.476,3.488,-61.07634,0.58779,48.53435,1750160380.556266
165,5.445,1.283,11.301,7.609,-52.22137,20.19084,50.53435,1750160380.5938492
166,5.478,-0.053,8.298,4.812,16.77863,-5.63359,11.50382,1750160380.6309268
167,5.511,0.778,8.332,3.263,-20.14504,5.00763,7.06107,1750160380.6686127
168,5.544,1.334,12.285,2.667,-35.96183,25.82443,-7.33588,1750160380.7051933
169,5.577,1.348,10.424,2.334,-0.43511,28.99237,-26.21374,1750160380.7427912
170,5.610,0.802,8.751,1.693,5.93893,39.81679,-24.59542,1750160380.779345
171,5.643,0.668,9.323,1.817,0.46565,53.22137,-20.06870,1750160380.8170948
172,5.676,-0.330,9.455,1.721,21.77099,49.10687,-13.38931,1750160380.8540416
173,5.709,0.048,8.523,1.300,29.70229,38.32061,-7.98473,1750160380.8914216
174,5.742,0.022,8.124,0.678,15.51145,33.95420,1.53435,1750160380.9281795
175,5.775,-0.527,8.461,0.505,16.10687,34.49618,10.54962,1750160380.96534
176,5.808,0.804,9.354,0.692,17.25954,27.95420,2.19084,1750160381.0017657
177,5.841,1.324,10.657,1.705,-1.57252,21.43511,-17.70992,1750160381.042817
178,5.874,-0.857,10.704,1.585,-9.12977,6.54962,-21.67939,1750160381.0782819
179,5.907,-0.395,10.403,0.625,0.29008,10.03053,1.14504,1750160381.1155643
180,5.940,-0.362,11.830,2.500,-32.32061,5.22137,-16.50382,1750160381.1497455
181,5.973,0.062,13.060,5.933,-42.13740,-11.79389,-59.64885,1750160381.1858203
182,6.006,1.477,10.393,4.788,33.06870,2.97710,-56.57252,1750160381.2249744
183,6.039,3.215,7.300,3.340,14.41221,39.00000,-37.47328,1750160381.2610853
184,6.072,2.990,9.929,2.691,-34.48092,58.63359,-7.58779,1750160381.3008564
185,6.105,-0.352,10.736,2.626,15.48092,45.61069,9.85496,1750160381.336958
186,6.138,-1.580,8.705,2.076,9.06107,29.29008,25.46565,1750160381.3765461
187,6.171,-2.002,9.316,2.488,0.46565,11.16794,21.38168,1750160381.4171097
188,6.204,0.965,8.959,2.112,16.79389,15.13740,7.78626,1750160381.4565606
189,6.237,1.618,8.835,1.463,14.02290,24.93893,-0.12214,1750160381.4959154
190,6.270,0.735,8.945,1.283,15.56489,28.69466,-9.95420,1750160381.5330012
191,6.303,-0.479,9.098,0.876,11.75573,21.55725,-10.06870,1750160381.571094
192,6.336,-0.919,8.926,0.536,8.48092,1.65649,-8.54962,1750160381.6114147
193,6.369,-1.678,9.254,1.810,2.49618,-7.58779,5.70229,1750160381.6469054
194,6.402,-0.517,9.890,0.929,-17.44275,-6.93130,14.13740,1750160381.6849577
195,6.435,0.761,12.067,1.587,-22.78626,-8.43511,23.56489,1750160381.721086
196,6.468,2.660,14.626,5.411,-43.25191,34.17557,36.15267,1750160381.7592301
197,6.501,3.472,11.535,4.781,-12.70229,60.47328,18.88550,1750160381.7956684
198,6.534,-0.886,7.946,4.839,-1.17557,39.93130,-5.81679,1750160381.833825
199,6.567,-2.145,7.556,3.948,-17.32824,15.41985,2.76336,1750160381.8699956
200,6.600,0.704,10.807,3.816,-20.52672,3.41985,6.42748,1750160381.9079306
201,6.633,1.788,10.932,2.684,-6.23664,9.35878,-4.67176,1750160381.9440768
202,6.666,0.407,9.112,2.028,15.03053,14.35878,-14.71756,1750160381.9821048
203,6.699,0.165,7.980,1.549,2.83969,22.12214,-12.84733,1750160382.0183444
204,6.732,0.613,8.844,1.753,-0.96947,27.29771,-5.04580,1750160382.0567658
205,6.765,0.108,9.258,1.736,15.06870,20.81679,0.55725,1750160382.0929627
206,6.798,0.069,9.067,1.097,17.74046,19.89313,8.66412,1750160382.131054
207,6.831,0.613,8.887,1.109,22.93130,21.38168,14.18321,1750160382.1671803
208,6.864,0.848,8.550,0.510,18.56489,22.30534,11.81679,1750160382.2049797
209,6.897,1.822,9.785,1.772,-1.18321,16.14504,0.70229,1750160382.240948
210,6.930,-0.469,10.317,2.634,-11.26718,1.00000,-8.70229,1750160382.278678
211,6.963,-2.234,10.491,3.146,-8.95420,-18.21374,-7.17557,1750160382.3148372
212,6.996,-2.172,13.771,3.759,-41.41221,-61.49618,-39.51908,1750160382.3532822
213,7.029,1.290,11.969,2.717,-3.51145,-74.96183,-38.07634,1750160382.3893359
214,7.062,3.352,8.677,3.558,13.64122,-37.36641,-14.67939,1750160382.427032
215,7.095,2.770,6.309,3.069,17.44275,-11.54198,-3.23664,1750160382.4631462
216,7.128,-0.371,8.100,3.007,-6.86260,-5.35878,-10.79389,1750160382.5023084
217,7.161,-0.785,11.693,3.361,-13.96183,-30.36641,-15.37405,1750160382.5406272
218,7.194,-0.960,9.711,2.749,12.18321,-38.74809,25.74809,1750160382.5857117
219,7.227,0.848,9.457,2.567,-0.42748,-34.52672,29.16031,1750160382.623734
220,7.260,1.353,9.378,2.294,7.81679,-18.15267,20.42748,1750160382.6627402
221,7.293,2.045,9.306,1.700,18.69466,-8.49618,6.08397,1750160382.6985223
222,7.326,0.862,8.904,1.178,21.80916,-4.41985,0.03053,1750160382.7375126
223,7.359,-0.230,8.633,0.670,19.22901,-7.81679,-1.71756,1750160382.7736146
224,7.392,0.342,8.344,0.302,4.57252,-7.75573,-4.25191,1750160382.8125627
225,7.425,-0.752,9.045,1.690,-12.74046,-5.34351,3.80916,1750160382.849233
226,7.458,0.311,10.523,1.575,-20.60305,1.75573,2.12214,1750160382.8876555
227,7.491,1.190,11.176,1.381,-30.71756,1.61069,7.90076,1750160382.9239285
228,7.524,1.386,13.925,4.025,-64.35878,38.12977,38.77863,1750160382.9628344
229,7.557,0.294,11.897,4.743,-22.22137,39.35878,21.01527,1750160382.998917
230,7.590,-2.588,8.538,5.181,0.01527,0.12214,-6.54962,1750160383.0378947
231,7.623,0.182,8.377,3.548,-8.98473,-3.25954,9.31298,1750160383.074002
232,7.656,2.181,11.116,2.820,-18.33588,14.57252,9.80916,1750160383.1126714
233,7.689,1.681,10.458,2.418,3.76336,16.64885,-16.68702,1750160383.1487525
234,7.722,0.692,9.328,1.927,1.27481,24.46565,-24.58015,1750160383.1875253
235,7.755,0.017,8.882,1.858,-2.87786,28.04580,-13.83969,1750160383.2236571
236,7.788,-0.227,8.971,1.839,18.80153,19.41221,0.03053,1750160383.2617595
237,7.821,0.151,8.408,1.401,32.61832,15.52672,12.27481,1750160383.2977183
238,7.854,0.960,8.459,0.960,21.83969,22.31298,15.51908,1750160383.3365538
239,7.887,1.152,8.696,0.685,14.57252,25.51145,13.40458,1750160383.3725913
240,7.920,1.853,9.100,0.199,5.61069,35.08397,0.70229,1750160383.411631
241,7.953,1.662,11.035,1.870,-16.50382,38.86260,-17.84733,1750160383.4476275
242,7.986,-1.504,10.645,2.418,-7.87786,14.96183,-32.54962,1750160383.4864287
243,8.019,-1.990,11.930,3.168,-11.16031,-2.74046,-43.36641,1750160383.522554
244,8.052,-0.804,14.042,3.639,-30.70229,-23.49618,-52.84733,1750160383.561408
245,8.085,1.626,11.284,3.800,13.77099,-7.66412,-31.94656,1750160383.597584
246,8.118,3.287,7.377,3.807,21.22137,39.07634,-18.41985,1750160383.6407902
247,8.151,0.996,7.757,3.213,10.02290,60.87786,-18.62595,1750160383.680314
248,8.184,-0.702,9.871,3.160,-3.15267,51.60305,-20.54962,1750160383.7174866
249,8.217,-1.726,9.242,2.354,4.73282,42.63359,0.55725,1750160383.7540612
250,8.250,-0.369,9.608,2.485,-9.43511,35.94656,4.63359,1750160383.7932017
251,8.283,0.110,9.776,2.605,5.07634,40.23664,-0.03817,1750160383.8298142
252,8.316,0.515,9.187,2.423,10.48092,46.12977,-8.95420,1750160383.8691294
253,8.349,0.424,8.780,2.095,8.93893,48.94656,-12.79389,1750160383.9053025
254,8.382,-0.390,8.969,1.717,4.41985,41.40458,-11.99237,1750160383.9450076
255,8.415,-0.982,9.378,1.448,4.33588,29.22137,-16.61069,1750160383.981095
256,8.448,-1.109,9.467,1.271,11.28244,17.02290,-17.68702,1750160384.0203612
257,8.481,0.072,9.663,1.944,4.16031,18.14504,-11.41221,1750160384.0564878
258,8.514,1.092,9.527,2.667,1.73282,20.60305,-6.68702,1750160384.0958529
259,8.547,1.456,9.754,1.745,3.15267,22.60305,-10.03817,1750160384.1319454
260,8.580,-0.855,10.908,1.573,-23.74809,18.29008,9.32061,1750160384.1710281
261,8.613,-0.881,11.928,3.922,-54.34351,22.87786,27.15267,1750160384.2069468
262,8.646,0.970,10.271,4.597,-23.67939,41.14504,24.41985,1750160384.2462332
263,8.679,-0.057,8.064,3.749,-0.38168,37.40458,2.20611,1750160384.2823322
264,8.712,0.481,8.966,3.153,-27.36641,55.07634,10.64122,1750160384.3217432
265,8.745,1.437,11.633,2.885,-29.58779,55.70229,4.18321,1750160384.35785
266,8.778,0.488,11.243,2.543,-1.38168,57.76336,-13.91603,1750160384.3971384
267,8.811,0.560,10.013,1.942,3.72519,67.91603,-23.43511,1750160384.4332073
268,8.844,0.831,9.550,2.076,8.93893,76.18321,-24.11450,1750160384.4723248
269,8.877,-0.081,9.055,1.748,12.96183,71.51145,-19.38931,1750160384.5084822
270,8.910,-0.239,8.830,1.389,13.18321,69.54198,-11.14504,1750160384.5476434
271,8.943,0.077,8.997,1.444,9.98473,64.11450,-2.64885,1750160384.5839114
272,8.976,-0.455,8.849,0.543,8.25191,64.14504,3.32824,1750160384.6181328
273,9.009,0.321,8.952,0.381,8.66412,66.46565,6.54962,1750160384.6596844
274,9.042,1.422,10.008,0.534,1.44275,72.39695,-2.62595,1750160384.693806
275,9.075,0.900,11.952,1.935,-16.34351,69.24427,-20.02290,1750160384.7298641
276,9.108,-2.093,10.307,1.788,0.85496,40.91603,-21.71756,1750160384.8048828
277,9.141,-1.482,12.153,3.826,-16.00763,20.15267,-34.81679,1750160384.8411112
278,9.174,0.924,11.305,3.189,7.89313,25.58015,-27.74809,1750160384.8783934
279,9.207,2.107,8.775,4.575,19.74046,54.25191,-10.98473,1750160384.9161453
280,9.240,1.034,7.863,3.627,26.99237,74.19847,-9.51145,1750160384.9533768
281,9.273,-0.508,7.786,3.110,15.25191,75.66412,-23.22901,1750160384.991076
282,9.306,-1.238,9.165,2.406,-5.38168,70.77099,-27.18321,1750160385.0286126
283,9.339,-0.280,10.324,2.227,-8.39695,69.77863,-12.22901,1750160385.0668666
284,9.372,-0.304,10.276,2.255,-0.99237,74.54198,-3.55725,1750160385.1039426
285,9.405,-0.409,9.677,2.076,11.90840,79.72519,-6.44275,1750160385.1414769
286,9.438,-0.263,8.698,2.035,9.60305,79.50382,-16.22137,1750160385.1786568
287,9.471,-0.824,8.736,2.136,3.38168,76.54962,-18.58015,1750160385.2163239
288,9.504,-0.821,9.881,2.289,6.20611,67.32061,-22.68702,1750160385.2534487
289,9.537,-0.833,9.730,1.647,12.25191,56.85496,-29.00000,1750160385.2911332
290,9.570,-1.152,9.629,1.259,11.74809,49.96183,-26.22901,1750160385.3283482
291,9.603,-0.776,10.060,1.958,2.93130,40.46565,-27.68702,1750160385.36599
292,9.636,-1.097,10.084,2.002,7.91603,32.83206,-27.27481,1750160385.3995175
293,9.669,0.350,9.881,2.090,3.35878,27.43511,-24.13740,1750160385.4436862
294,9.702,0.591,9.448,0.941,-1.71756,30.22901,-12.17557,1750160385.47715
295,9.735,-0.019,10.858,1.247,-25.01527,33.38168,4.95420,1750160385.5128942
296,9.768,0.204,11.885,3.268,-41.38168,53.54962,18.34351,1750160385.5522318
297,9.801,0.218,10.195,3.845,-12.67176,65.86260,8.88550,1750160385.5899706
298,9.834,-1.111,7.211,4.420,-2.82443,47.46565,-17.89313,1750160385.6318583
299,9.867,0.359,8.286,3.843,-23.42748,55.53435,4.23664,1750160385.6720002
300,9.900,1.669,11.284,3.199,-27.16794,62.51908,10.80153,1750160385.7126613
301,9.933,0.218,11.212,2.744,-7.61832,59.41985,-21.79389,1750160385.7537513
302,9.966,0.350,10.898,1.990,2.68702,68.29008,-31.50382,1750160385.7924645
303,9.999,0.330,10.048,1.927,19.36641,73.53435,-25.06870,1750160385.8262804
304,10.032,-0.053,8.928,1.666,17.30534,72.78626,-23.59542,1750160385.8655868
305,10.065,-0.026,8.894,1.915,8.03817,66.48092,-20.43511,1750160385.9051902
306,10.098,-0.874,8.669,0.962,5.55725,49.32061,-3.98473,1750160385.9744494
307,10.131,-1.197,8.600,0.520,6.61069,40.89313,0.18321,1750160386.0094554
308,10.164,0.079,9.230,0.656,-5.82443,29.04580,-5.04580,1750160386.0448596
309,10.197,1.185,10.896,1.781,-18.01527,33.84733,-16.47328,1750160386.0818582
310,10.230,0.654,10.939,1.827,-13.48855,34.98473,-16.80153,1750160386.1158698
311,10.263,-1.192,11.463,2.291,-5.37405,35.60305,-4.35878,1750160386.1520276
312,10.296,-2.804,13.563,3.898,-32.32061,4.12214,-29.95420,1750160386.1858015
313,10.329,-0.306,11.830,3.290,4.03053,-23.79389,-32.00763,1750160386.2218869
314,10.362,2.004,9.318,4.391,20.35115,-0.64122,-7.93130,1750160386.2612336
315,10.395,2.801,7.456,4.022,22.47328,26.00000,-5.48855,1750160386.2969518
316,10.428,1.209,7.970,2.914,-8.78626,43.79389,-9.48855,1750160386.336122
317,10.461,-0.148,9.740,3.141,-7.46565,39.96947,-9.66412,1750160386.3721778
318,10.494,-0.749,9.744,2.416,3.73282,33.61069,3.92366,1750160386.4115186
